City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
135,Taltal,CL,2022-03-30 00:58:28,-25.4,-70.4833,291.53,79,19,1.15
136,Iquique,CL,2022-03-30 00:58:29,-20.2208,-70.1431,292.57,77,13,1.91
137,Cape Town,ZA,2022-03-30 00:58:29,-33.9258,18.4232,290.38,85,75,6.69
138,New Norfolk,AU,2022-03-30 00:58:29,-42.7826,147.0587,288.87,62,100,0.89
139,Karavayevo,RU,2022-03-30 00:59:30,55.2961,37.9622,270.26,86,0,3.0
140,Morros,BR,2022-03-30 00:59:30,-9.4467,-46.3003,295.89,88,100,0.92
141,Faya,SA,2022-03-30 00:59:30,18.3851,42.4509,286.21,27,0,1.65
142,Saint-Leu,RE,2022-03-30 00:59:31,-21.15,55.2833,297.63,85,100,5.86
143,Faanui,PF,2022-03-30 00:59:31,-16.4833,-151.75,301.04,71,20,6.98
144,Kaeo,NZ,2022-03-30 00:59:32,-35.1,173.7833,298.33,69,6,3.65
145,Torbay,CA,2022-03-30 00:59:32,47.6666,-52.7314,273.57,96,100,4.63
146,Kenai,US,2022-03-30 00:59:33,60.5544,-151.2583,277.12,85,94,3.27
147,Karlstad,SE,2022-03-30 00:57:54,59.3793,13.5036,265.46,86,0,1.54
148,Wuchang,CN,2022-03-30 00:59:33,44.9143,127.15,275.73,35,0,2.88
149,Erenhot,CN,2022-03-30 00:59:34,43.6475,111.9767,272.59,25,100,5.55
150,Bambous Virieux,MU,2022-03-30 00:59:34,-20.3428,57.7575,297.71,83,40,1.54
151,Amursk,RU,2022-03-30 00:59:34,50.2261,136.8994,272.32,68,4,2.15
152,Batemans Bay,AU,2022-03-30 00:59:35,-35.7167,150.1833,293.2,86,100,4.32
153,Malanje,AO,2022-03-30 00:59:35,-9.5402,16.341,290.04,99,59,1.3
154,Mastic Beach,US,2022-03-30 00:59:36,40.7668,-72.8521,275.39,37,6,1.79
155,Lasa,IT,2022-03-30 00:59:36,46.6166,10.7002,278.16,92,100,1.22
156,Khatanga,RU,2022-03-30 00:59:36,71.9667,102.5,250.49,95,100,1.51
157,Flinders,AU,2022-03-30 00:59:37,-34.5833,150.8552,296.03,85,100,3.13
158,Kushiro,JP,2022-03-30 00:59:30,42.975,144.3747,281.68,49,75,5.14
159,Cumbitara,CO,2022-03-30 00:59:37,1.6517,-77.5823,288.3,94,99,0.55
160,Kruisfontein,ZA,2022-03-30 00:59:38,-34.0033,24.7314,289.75,95,98,2.42
161,Port Moresby,PG,2022-03-30 00:55:20,-9.4431,147.1797,303.83,70,40,7.72
162,Georgetown,MY,2022-03-30 00:55:36,5.4112,100.3354,301.11,93,20,1.54
163,Inirida,CO,2022-03-30 00:59:38,3.8653,-67.9239,295.62,98,100,1.05
164,Darapidap,PH,2022-03-30 00:59:39,17.2131,120.4114,304.83,49,75,1.04
165,Chapais,CA,2022-03-30 00:59:39,49.7834,-74.8492,265.03,94,100,2.67
166,Ahipara,NZ,2022-03-30 00:59:39,-35.1667,173.1667,296.82,60,16,1.47
167,Clyde River,CA,2022-03-30 00:59:40,70.4692,-68.5914,254.28,84,40,2.06
168,Shaoguan,CN,2022-03-30 00:59:40,24.8,113.5833,294.23,88,78,0.68
169,Kargasok,RU,2022-03-30 00:59:40,59.0556,80.8572,272.42,91,100,7.02
170,Gat,IL,2022-03-30 00:55:01,31.61,34.7642,291.7,74,100,1.92
171,Butaritari,KI,2022-03-30 00:59:41,3.0707,172.7902,300.52,68,100,4.8
172,Salalah,OM,2022-03-30 00:58:38,17.0151,54.0924,298.12,27,0,3.64
173,Wellington,NZ,2022-03-30 00:57:22,-41.2866,174.7756,294.3,88,100,6.17
174,San Patricio,US,2022-03-30 00:59:42,28.017,-97.5169,298.2,81,98,9.92
175,Minab,IR,2022-03-30 00:59:42,27.1467,57.0801,296.34,32,0,2.71
176,Souillac,MU,2022-03-30 00:59:42,-20.5167,57.5167,297.36,83,40,1.54
177,Oistins,BB,2022-03-30 00:59:43,13.0667,-59.5333,298.2,69,75,6.69
178,Bonfim,BR,2022-03-30 00:59:43,3.0833,-59.95,299.14,68,99,2.19
179,Makakilo City,US,2022-03-30 00:57:08,21.3469,-158.0858,299.64,59,100,3.84
180,Stonewall,CA,2022-03-30 00:59:44,50.1344,-97.3268,273.97,99,100,1.65
181,Kaitangata,NZ,2022-03-30 00:59:44,-46.2817,169.8464,291.92,66,1,2.42
182,Mabaruma,GY,2022-03-30 00:59:44,8.2,-59.7833,294.79,87,98,1.34
183,Komsomolskiy,UZ,2022-03-30 00:59:45,40.4272,71.7189,278.55,70,6,0.0
184,Nsanje,MW,2022-03-30 01:00:45,-16.92,35.262,292.91,95,27,1.16
185,Cabo San Lucas,MX,2022-03-30 00:56:00,22.8909,-109.9124,298.49,67,86,6.43
186,San Cristobal,VE,2022-03-30 01:00:46,7.7669,-72.225,292.6,89,16,1.1
187,Nantucket,US,2022-03-30 01:00:46,41.2835,-70.0995,274.9,45,13,8.8
188,Nikolskoye,RU,2022-03-30 01:00:47,59.7035,30.7861,267.48,87,5,2.94
189,Palmer,US,2022-03-30 00:59:01,42.1584,-72.3287,272.96,33,5,0.89
190,Esperance,AU,2022-03-30 01:00:47,-33.8667,121.9,292.21,65,99,7.19
191,Puerto Quijarro,BO,2022-03-30 01:00:48,-17.7833,-57.7667,300.32,70,2,1.62
192,Yala,TH,2022-03-30 01:00:48,6.3333,101.25,300.15,86,1,0.73
193,Saryg-Sep,RU,2022-03-30 01:00:48,51.5,95.6,265.75,90,100,1.28
194,Batagay,RU,2022-03-30 01:00:49,67.6333,134.6333,258.08,89,85,0.68
195,Ha Giang,VN,2022-03-30 01:00:49,22.8333,104.9833,294.56,88,100,0.2
196,Sobolevo,RU,2022-03-30 01:00:50,54.4299,31.8996,269.58,82,100,1.36
197,Krasnyy Chikoy,RU,2022-03-30 01:00:50,50.3643,108.7512,265.72,71,9,0.8
198,Constitucion,CL,2022-03-30 01:00:50,-35.3333,-72.4167,287.04,44,0,6.36
199,Asau,RO,2022-03-30 01:00:51,46.4333,26.4,282.57,57,79,2.6
200,Karasuk,RU,2022-03-30 01:00:51,53.7377,78.0403,267.11,88,100,10.17
201,Borba,BR,2022-03-30 01:00:52,-4.3878,-59.5939,295.76,99,100,1.41
202,San Quintin,MX,2022-03-30 01:00:52,30.4833,-115.95,288.56,72,0,9.64
203,Mitsamiouli,KM,2022-03-30 01:00:52,-11.3847,43.2844,300.58,77,92,4.9
204,Bethel,US,2022-03-30 00:59:39,41.3712,-73.414,273.98,45,0,3.58
205,Sergeyevka,KZ,2022-03-30 01:00:53,53.88,67.4158,271.16,81,26,8.57
206,Kupang,ID,2022-03-30 01:00:53,-10.1667,123.5833,301.29,74,89,1.26
207,Buala,SB,2022-03-30 01:00:54,-8.145,159.5921,301.95,74,99,0.76
208,Krasnoslobodsk,RU,2022-03-30 01:00:54,48.7072,44.5714,280.05,56,0,8.0
209,Tautira,PF,2022-03-30 01:00:54,-17.7333,-149.15,300.99,71,16,6.18
210,Kahului,US,2022-03-30 01:00:55,20.8947,-156.47,299.73,79,100,3.58
211,Saint-Philippe,RE,2022-03-30 01:00:55,-21.3585,55.7679,297.92,88,100,7.14
212,Charters Towers,AU,2022-03-30 01:00:56,-20.1,146.2667,303.4,27,0,4.12
213,Dalvik,IS,2022-03-30 00:57:18,65.9702,-18.5286,268.11,57,18,3.33
214,Olafsvik,IS,2022-03-30 01:00:56,64.8945,-23.7142,275.69,78,91,3.06
215,Tambo Grande,PE,2022-03-30 01:00:57,-4.9269,-80.3447,301.12,55,99,3.71
216,Alta Floresta,BR,2022-03-30 01:00:57,-9.8756,-56.0861,294.83,99,100,1.08
217,Noumea,NC,2022-03-30 00:59:30,-22.2763,166.4572,304.26,99,100,1.6
218,Quilmana,PE,2022-03-30 01:00:58,-12.95,-76.3833,294.78,84,100,1.71
219,Chicama,PE,2022-03-30 01:00:58,-7.8447,-79.1469,295.61,75,58,2.72
220,Saint-Denis,FR,2022-03-30 01:00:59,48.9167,2.3333,284.13,93,75,2.06
221,Am Timan,TD,2022-03-30 01:00:59,11.0297,20.2827,299.11,10,18,3.53
222,Punganuru,IN,2022-03-30 01:01:00,13.3667,78.5833,295.97,70,16,2.55
223,Ocos,GT,2022-03-30 01:01:00,14.5094,-92.1933,301.25,64,100,3.68
224,Vagur,FO,2022-03-30 01:01:00,61.4732,-6.8119,275.13,57,100,10.09
225,Lichuan,CN,2022-03-30 01:01:01,30.3,108.85,282.89,96,100,0.74
226,Yarim,YE,2022-03-30 01:02:01,14.298,44.3779,281.74,35,5,3.85
227,Zhangye,CN,2022-03-30 01:02:02,38.9342,100.4517,278.34,29,100,3.93
228,Irig,RS,2022-03-30 01:02:02,45.1011,19.8583,284.6,49,87,2.77
229,Benicarlo,ES,2022-03-30 01:02:03,40.4165,0.4271,286.79,79,59,2.23
230,Garowe,SO,2022-03-30 01:02:03,8.4054,48.4845,294.61,79,4,3.5
231,Abeche,TD,2022-03-30 01:02:04,13.8292,20.8324,296.75,6,79,6.85
232,Yar-Sale,RU,2022-03-30 01:02:04,66.8333,70.8333,264.81,97,100,2.48
233,Slavonski Brod,HR,2022-03-30 01:02:04,45.1603,18.0156,281.64,66,26,2.17
234,Stuttgart,DE,2022-03-30 00:58:02,48.7823,9.177,282.95,67,0,1.54
235,Tiznit,MA,2022-03-30 01:02:05,29.5833,-9.5,285.18,85,83,4.53
236,Lata,PT,2022-03-30 01:02:05,40.1629,-8.3327,285.33,89,93,2.14
237,Leningradskiy,RU,2022-03-30 01:02:06,69.3833,178.4167,251.89,93,38,1.41
238,Comodoro Rivadavia,AR,2022-03-30 01:00:00,-45.8667,-67.5,284.07,40,0,7.2
239,Samarai,PG,2022-03-30 01:02:06,-10.6167,150.6667,302.48,70,100,4.53
240,Olinda,BR,2022-03-30 01:02:07,-8.0089,-34.8553,299.49,80,100,3.57
241,Kamenka,RU,2022-03-30 01:02:07,51.3223,42.7678,276.51,97,100,4.48
242,Lebu,CL,2022-03-30 01:02:08,-37.6167,-73.65,284.82,68,0,7.94
243,Thompson,CA,2022-03-30 01:00:09,55.7435,-97.8558,268.13,94,100,2.65
244,Marawi,PH,2022-03-30 01:02:08,7.9986,124.2928,298.48,66,20,1.06
245,Oranjemund,NA,2022-03-30 01:02:09,-28.55,16.4333,290.44,93,100,3.68
246,Rafraf,TN,2022-03-30 01:02:09,37.1904,10.1837,288.32,71,91,4.73
247,Korhogo,CI,2022-03-30 01:02:09,9.45,-5.6333,300.21,43,100,2.31
248,Troitskoye,RU,2022-03-30 01:02:10,52.9821,84.6757,272.28,73,100,9.01
249,Vani,GE,2022-03-30 01:02:10,42.0832,42.5216,284.98,35,0,10.29
250,Calabozo,VE,2022-03-30 01:02:10,8.9242,-67.4293,302.43,41,100,1.24
251,San Simon De La Laguna,MX,2022-03-30 01:02:11,19.3,-100.0833,287.09,36,0,1.53
252,Lively,CA,2022-03-30 01:02:11,46.4334,-81.1498,266.09,87,20,1.87
253,Selfoss,IS,2022-03-30 01:02:12,63.9331,-20.9971,272.53,72,61,2.9
254,Timra,SE,2022-03-30 01:02:12,62.487,17.3257,267.97,58,32,3.09
255,Prudy,RU,2022-03-30 01:02:13,57.5738,46.2718,264.67,95,100,1.5
256,Wattegama,LK,2022-03-30 01:00:04,6.7989,81.4808,296.69,94,2,1.12
257,Katangli,RU,2022-03-30 01:02:13,51.7102,143.2326,270.77,90,100,9.97
258,Santa Cruz De Tenerife,ES,2022-03-30 01:00:17,28.4682,-16.2546,291.33,93,75,4.63
259,Cayenne,GF,2022-03-30 01:02:14,4.9333,-52.3333,299.87,1,20,3.13
260,Ola,RU,2022-03-30 01:02:14,59.5833,151.2833,268.23,62,100,4.27
261,Burns Lake,CA,2022-03-30 01:02:14,54.2331,-125.7533,280.16,74,100,0.46
262,Fort Nelson,CA,2022-03-30 01:00:10,58.8053,-122.7002,274.77,100,72,0.98
263,Pangai,TO,2022-03-30 01:02:15,-19.8,-174.35,299.53,82,100,3.19
264,Bilgoraj,PL,2022-03-30 01:02:15,50.5411,22.722,278.52,81,100,1.65
265,Correntina,BR,2022-03-30 01:02:16,-13.3433,-44.6367,297.72,51,98,1.43
266,Sitka,US,2022-03-30 01:02:16,57.0531,-135.33,277.02,92,100,3.81
267,Yenagoa,NG,2022-03-30 01:02:17,4.9247,6.2642,298.75,93,71,1.32
268,Opwijk,BE,2022-03-30 01:02:17,50.9667,4.1833,282.53,78,64,3.5
269,Taseyevo,RU,2022-03-30 01:02:17,57.2169,94.8978,266.22,84,82,2.49
270,Hirara,JP,2022-03-30 01:03:18,24.8,125.2833,297.3,94,75,7.72
271,Aseri,EE,2022-03-30 01:03:18,59.4506,26.8675,268.3,74,77,5.63
272,Micheweni,TZ,2022-03-30 01:03:18,-4.9667,39.8333,300.35,77,38,3.47
273,Bushehr,IR,2022-03-30 01:03:19,28.9684,50.8385,291.71,56,59,4.92
274,Bloomsburg,US,2022-03-30 01:03:19,41.0037,-76.4549,274.1,57,0,1.68
275,Bella Union,UY,2022-03-30 01:03:19,-30.2752,-57.6007,297.73,69,32,1.45
276,Kathmandu,NP,2022-03-30 00:59:19,27.7167,85.3167,291.27,94,75,1.54
277,Luanda,AO,2022-03-30 01:00:02,-8.8368,13.2343,297.79,91,100,1.4
278,Wad Madani,SD,2022-03-30 00:58:36,14.4012,33.5199,301.5,23,10,4.83
279,Vitim,RU,2022-03-30 01:03:20,59.4511,112.5578,265.52,91,100,3.32
280,Laguna,US,2022-03-30 01:03:21,38.421,-121.4238,295.71,60,0,5.66
281,Mahebourg,MU,2022-03-30 01:03:21,-20.4081,57.7,297.73,71,74,3.53
282,Bani Walid,LY,2022-03-30 01:03:21,31.7566,13.9942,289.55,49,100,2.89
283,Vila Do Maio,CV,2022-03-30 01:03:22,15.1333,-23.2167,294.41,80,100,8.18
284,Svetlyy,RU,2022-03-30 01:03:22,54.675,20.1347,273.69,74,100,3.26
285,Adolfo Lopez Mateos,MX,2022-03-30 01:03:23,28.4667,-107.3,284.15,42,1,13.32
286,Acarau,BR,2022-03-30 01:03:23,-2.8856,-40.12,297.59,89,100,6.24
287,Cururupu,BR,2022-03-30 01:03:23,-1.8283,-44.8683,296.77,96,100,0.33
288,Manggar,ID,2022-03-30 01:03:24,-2.8833,108.2667,302.0,71,18,0.83
289,Kununurra,AU,2022-03-30 01:03:24,-15.7667,128.7333,304.14,66,57,3.6
290,Nanortalik,GL,2022-03-30 01:03:25,60.1432,-45.2371,272.42,80,100,0.9
291,Ponta Do Sol,PT,2022-03-30 01:03:25,32.6667,-17.1,290.93,71,58,2.42
292,Borogontsy,RU,2022-03-30 01:03:25,62.6683,131.1683,262.23,89,90,3.74
293,Monchegorsk,RU,2022-03-30 01:03:26,67.9397,32.8739,267.25,95,100,4.94
294,Araouane,ML,2022-03-30 01:03:26,18.9048,-3.5265,301.64,6,22,3.71
295,Calama,CL,2022-03-30 01:00:49,-22.4667,-68.9333,287.2,24,0,1.59
